[ESCENARIO]
Titulo;The Orchard
Turnos;8
Norte;N
Despliega_primero;American
Mueve_primero;American
Descripcion;American paratroopers hold an orchard against a German counterattack. The road on board 9 from E1 to E9 is a dike road. All hexes on boards 6 and 2, and all hexes on board 9 on the dike road, are considered Orchards.
Victoria;The American player wins if there are no German units on board 6, board 2, or on or west of the dike road on board 9 at the end of the game.

[ALIADOS]
Faccion;American
Ops_rango;2-7
Puntos_comando;2
Ruta_huida;W
Despliegue_inicial;Company A (board 6, hex rows A-C): 3 Paratrooper Squads (full), 2 Paratrooper Squads (Reduced), 1 Paratrooper MG. Company C (board 9, on or west of the dike road): 6 Paratrooper Squads (full), 2 Paratrooper Squads (Reduced), 1 Paratrooper w/ Bazooka, 1 Paratrooper MG, 3 Paratrooper DECOY.
Despliegue_alternativo;

[EJE]
Faccion;German
Ops_rango;3-6
Puntos_comando;2
Ruta_huida;E
Despliegue_inicial;Board 2: 6 1st Line, 1 1st Line MG WT, 6 1st Line DECOY. Board 1: 9 1st Line, 1 1st Line MG WT, 1 1st Line DECOY.
Despliegue_alternativo;The German player may exchange 1 1st Line MG WT and 1 1st Line DECOY to add 2 additional 1st Line Squads in that group.

[UNIDADES_ALIADOS]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
Paratrooper Squad;squad;NO;16;9;1
Paratrooper Squad;squad;SI;16;4;1
Paratrooper w/ Bazooka;squad;NO;5;1;1
Paratrooper MG;wt_mg;NO;3;2;1
Paratrooper DECOY;decoy;NO;9;3;1

[UNIDADES_EJE]
Tipo;Categoria;Reducida;Fichas_max;Fichas_escenario;Turno_entrada
1st Line;squad;NO;20;15;1
1st Line MG WT;wt_mg;NO;3;2;1
1st Line DECOY;decoy;NO;8;7;1

[UNIDADES_NEUTRALES]
Tipo;Fichas_escenario;Turno_entrada;Prof;Acc

[MAPA]
Coordenada;Terreno;Elevacion;Upper_Level;Fortificacion;Lado_N;Lado_NE;Lado_SE;Lado_S;Lado_SW;Lado_NW;Col;Row
1C2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;2
1C3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;3
1C4;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;4
1C5;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;5
1C6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;6
1C7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;7
1C8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;8
1C9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;26;9
1D0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;0
1D1;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;1
1D2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;2
1D3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;3
1D4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;4
1D5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;5
1D6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;6
1D7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;7
1D8;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;8
1D9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;27;9
1E1;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;1
1E2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;2
1E3;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;3
1E4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;4
1E5;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;5
1E6;EDIF. PIEDRA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;6
1E7;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;7
1E8;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;8
1E9;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;28;9
1F0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;0
1F1;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;1
1F2;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;2
1F3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;3
1F4;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;4
1F5;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;5
1F6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;6
1F7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;7
1F8;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;8
1F9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;29;9
1G1;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;1
1G2;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;2
1G3;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;3
1G4;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;4
1G5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;5
1G6;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;6
1G7;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;7
1G8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;8
1G9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;30;9
1H0;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;0
1H1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;1
1H2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;2
1H3;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;3
1H4;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;4
1H5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;5
1H6;EDIF. MADERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;6
1H7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;7
1H8;BOSQUE;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;8
1H9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;31;9
1I1;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;1
1I2;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;2
1I3;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;3
1I4;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;4
1I5;CARRETERA;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;5
1I6;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;6
1I7;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;7
1I8;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;8
1I9;TERRENO ABIERTO;0;NO;NINGUNA;NO;NO;NO;NO;NO;NO;32;9
